t,theta_true,y_clean,y_observed,standard_prediction,fleet_prediction,fleet_disagreement,damage_mask,scar_mask
0.0,8.067313474910969e-13,1.3262663352753634e-12,-0.013669557323765607,0.0,-0.013837921047534162,0.00016636992540982297,False,False
0.027956330621488706,0.030418564178253178,0.04998745155190671,0.06560205403825069,0.04594416270151343,0.06584378211952185,0.00023929509374651797,False,False
0.05591266124297741,0.060837018242611236,0.0998508142525737,0.13726985746622605,0.0917921212964519,0.13783465662384736,0.0005420579940189213,False,False
0.08386899186446611,0.09125525208610168,0.14946649834585346,0.1657220443772432,0.13744799607649424,0.16606677490244548,0.0003430393811600929,False,False
0.11182532248595482,0.12167315561158717,0.19871190987940063,0.21808217181558148,0.1828165548463032,0.21849304575132833,0.00044446023071220697,False,False
0.13978165310744353,0.1520906187378924,0.2474659426710607,0.2660626252119102,0.22780353347646823,0.2664817980457563,0.0005052839616634108,False,False
0.16773798372893223,0.18250753140512316,0.29560946318235276,0.3207270460592212,0.27231595262689623,0.3211917553812452,0.0007002031332696279,False,False
0.19569431435042095,0.2129237835799848,0.34302578599203165,0.3771570592304388,0.3162624293885783,0.3776124275799182,0.0009246461101662939,False,False
0.22365064497190965,0.2433392652610982,0.38960113760860315,0.4339420750969346,0.3595534826124849,0.43431139361603993,0.0012171508263217334,False,False
0.25160697559339834,0.27375386648431516,0.43522510641923123,0.4376473895142025,0.40210183072021066,0.43776037228073017,0.0006203635494728688,False,False
0.27956330621488706,0.304167477328031,0.47979107664207554,0.4422388283093939,0.4438226808217949,0.44223298085587637,2.735504127487909e-05,False,False
0.3075196368363758,0.33457998791849486,0.5231966442293821,0.5480346218806957,0.48463400800176054,0.5477600088571404,0.0012733872276747826,False,False
0.33547596745786445,0.3649912884351173,0.5653440127592001,0.5737121422637709,0.5244568236746956,0.5734189696806404,0.001014548635141943,False,False
0.3634322980793532,0.3954012691157757,0.6061403674539451,0.6111026824244143,0.563215431956477,0.6106127567549107,0.0010287285676791047,False,False
0.3913886287008419,0.42580982026211533,0.6454982255736508,0.6536971632237366,0.6008376730463273,0.6528226007227351,0.001252634085173232,False,False
0.41934495932233057,0.45621683224484744,0.6833357615500983,0.6756265683596608,0.637255152668095,0.6747751673358742,0.001013328693310167,False,False
0.4473012899438193,0.486622195509044,0.7195771053544435,0.6975814562623195,0.6724034566762404,0.6968635276995944,0.0007534958766446387,False,False
0.475257620565308,0.517025800579427,0.7541526127248619,0.7744581641571653,0.706222349992754,0.771154081464166,0.0026070495866920007,False,False
0.5032139511867967,0.5474275380656553,0.7869991060213746,0.8084216676313569,0.7386559591053835,0.8041433803400586,0.003030543562859256,False,False
0.5311702818082854,0.5778272986676043,0.8180600846217063,0.7875567313549482,0.7696529374248386,0.7865126458044283,0.0007799989173242761,False,False
0.5591266124297741,0.6082249731806434,0.8472859039239933,0.894421411188476,0.7991666128687918,0.8841795207297781,0.005318004667055343,False,False
0.5870829430512629,0.6386204525009057,0.8746339221786199,0.8684753587584769,0.8271551171132188,0.8642330724007219,0.002401589770709589,False,False
0.6150392736727516,0.6690136276305539,0.9000686145316246,0.9076976415834176,0.8535814960266221,0.900248454804276,0.003555372532307255,False,False
0.6429956042942402,0.6994043896830392,0.9235616538251483,0.9563859368132177,0.8784138008796394,0.9418722388682413,0.005407367446589595,False,False
0.6709519349157289,0.7297926298883552,0.9450919578654698,0.9523983211404291,0.901625160001146,0.9417570200338777,0.003947698105680519,False,False
0.6989082655372176,0.7601782395982841,0.9646457030354358,0.9390049604120974,0.9231938306318903,0.9356792643472761,0.001293885093760161,False,False
0.7268645961587064,0.7905611102916369,0.9822163042947067,0.9677593631709902,0.9431032308076228,0.961118555954783,0.0021157686616313787,False,False
0.7548209267801951,0.8209411335794866,0.9978043617773378,0.9542584852003859,0.9613419511852547,0.9562734832608153,0.0006649390585823367,False,False
0.7827772574016838,0.8513182012103944,1.0114175743609666,1.024301195019555,0.9779037468074867,1.0043530565178345,0.0035894048880447116,False,False
0.8107335880231724,0.8816922050756275,1.0230706207444475,1.0025001356407168,0.9927875088832334,0.9982441490018815,0.0008335327957501582,False,False
0.8386899186446611,0.91206303721437,1.0327850087303074,1.0477401770341321,1.0059972167426987,1.0233247963011354,0.0026720296597116944,False,False
0.8666462492661499,0.9424305898189247,1.0405888935641403,1.060434209883019,1.0175418702068,1.0319179414446351,0.0022543950704150273,False,False
0.8946025798876386,0.9727947552399074,1.0465168663341684,1.0464231470185374,1.0274354026904637,1.0327455516196746,0.0009948459780174668,False,False
0.9225589105091273,1.0031554259914326,1.0506097135799506,1.0206440991822627,1.035696575437772,1.0320088324739853,0.000813614548423991,False,False
0.950515241130616,1.0335124947562886,1.0529141493988725,1.0199032282384184,1.0423488533637462,1.03847955354584,0.0009105424634937576,False,False
0.9784715717521048,1.0638658543911061,1.0534825214719132,1.059597289673893,1.047420263052338,1.048374952950998,0.0001963281372130421,False,False
1.0064279023735934,1.0942153979315148,1.0523724925555646,1.055083242105907,1.0509432335327167,1.0510932712922116,3.219880198013225e-05,False,False
1.034384232995082,1.1245610185972919,1.049646699104114,1.0587348275305226,1.052954420525829,1.0529971032678627,9.453732549680183e-06,False,False
1.0623405636165708,1.1549026097975,1.0453723887951403,1.0961398712563033,1.05349451492023,1.0534997289106633,9.088329125939154e-07,False,False
1.0902968942380595,1.1852400651356136,1.0396210388305467,1.0420665619857936,1.052608036300041,1.0524721438529476,3.239445999159152e-05,False,False
1.1182532248595483,1.2155732784146382,1.0324679569752437,1.063105024495443,1.0503431124083085,1.0508248831792255,0.00010173899041920897,False,False
1.146209555481037,1.245902143642216,1.0239918673752701,1.0039630994198985,1.0467512454858015,1.0422819831095933,0.0011404099767731157,False,False
1.1741658861025257,1.2762265550357192,1.014274483266347,1.0350583775541393,1.0418870664781255,1.0409341063677182,0.00020909469371621636,False,False
1.2021222167240144,1.3065464070273376,1.0034000687422346,0.9718227000102252,1.035808078152757,1.0201739423729608,0.0038121635610726123,False,False
1.2300785473455031,1.3368615942691482,0.9914549917995752,0.9999518436665076,1.0285743882119949,1.0210403788212523,0.00168930073083573,False,False
1.2580348779669916,1.3671720116381774,0.9785272709119207,1.0153493670968958,1.0202484335277209,1.0187059547733899,0.0002993443561443154,False,False
1.2859912085884804,1.3974775542414508,0.9647061174102262,0.9857829014705138,1.0108946966590688,1.00155666550192,0.001914285950964767,False,False
1.313947539209969,1.4277781174210282,0.9500814759601426,0.938321851824898,1.0005794158445205,0.9726817973869131,0.005713632666779933,False,False
